Block   QS_time         QS_swaps        QS_compares     MS_time         MS_swaps        MS_compares
552     0.015000        540795          1060024         0.021000        872864          800557  
553     0.021000        548130          1049053         0.021000        874564          802225  
554     0.012000        508834          1035796         0.019000        876264          803709  
555     0.019000        558907          1049372         0.022000        877964          805455  
556     0.020000        500689          1118225         0.021000        879664          806869  
557     0.018000        551285          1061471         0.020000        881364          808637  
558     0.016000        571100          1068518         0.019000        883064          810229  
559     0.016000        586508          1040473         0.020000        884764          811827  
560     0.016000        515190          1069135         0.026000        886464          813361  
561     0.016000        542036          1064756         0.019000        888164          814891  
562     0.018000        505464          1064364         0.021000        889864          816636  
563     0.017000        632413          1078748         0.023000        891564          818131  
564     0.020000        567506          1059414         0.017000        893264          819591  
565     0.016000        570417          1111381         0.019000        894964          821230  
566     0.015000        540617          1073644         0.023000        896664          822789  
567     0.019000        539804          1068759         0.018000        898364          824524  
568     0.020000        524472          1091194         0.023000        900064          826146  
569     0.017000        533325          1070302         0.022000        901764          827705  
570     0.015000        568197          1066442         0.023000        903464          829257  
571     0.020000        595636          1116764         0.020000        905164          831009  
572     0.021000        565724          1117182         0.020000        906864          832460  
573     0.018000        535114          1124022         0.021000        908564          834065  
574     0.016000        563658          1111585         0.024000        910264          835407  
575     0.016000        617969          1102434         0.024000        911964          837077  
576     0.016000        649081          1133346         0.021000        913664          838977  
577     0.016000        575981          1076314         0.020000        915364          840297  
578     0.016000        574529          1123479         0.023000        917064          842031  
579     0.017000        536612          1078163         0.020000        918764          843604  
580     0.016000        575803          1154990         0.023000        920464          845179  
581     0.014000        527899          1114448         0.018000        922164          846414  
582     0.017000        631493          1205200         0.023000        923864          848501  
583     0.020000        537358          1161574         0.024000        925564          849996  
584     0.015000        578383          1107798         0.023000        927264          851684  
585     0.016000        633728          1186928         0.022000        928964          853018  
586     0.016000        547103          1125538         0.025000        930664          854828  
587     0.015000        586090          1136874         0.023000        932364          856486  
588     0.014000        594814          1157309         0.028000        934064          857899  
589     0.017000        614301          1163070         0.023000        935764          859674  
590     0.020000        563654          1100186         0.024000        937464          860937  
591     0.015000        605669          1164015         0.020000        939164          862561  
592     0.016000        553651          1115873         0.022000        940864          864278  
593     0.017000        601471          1134036         0.023000        942564          865938  
594     0.016000        572619          1105693         0.026000        944264          867536  
595     0.017000        567703          1172611         0.022000        945964          869244  
596     0.016000        554745          1155870         0.024000        947664          870699  
597     0.016000        585695          1177844         0.021000        949364          872370  
598     0.016000        589262          1112935         0.026000        951064          873828  
599     0.017000        601286          1116602         0.022000        952764          875694  
600     0.017000        669355          1164817         0.021000        954464          877096  
601     0.012000        605950          1139961         0.027000        956164          878644  
602     0.019000        547530          1146102         0.021000        957864          880294  
603     0.014000        569192          1198048         0.030000        959564          881875  
604     0.018000        616167          1180001         0.021000        961264          883473  
605     0.020000        594972          1155573         0.021000        962964          885129  
606     0.018000        603714          1144442         0.023000        964664          886656  
607     0.020000        719336          1244540         0.027000        966364          888085  
608     0.016000        561065          1114972         0.025000        968064          889987  
609     0.017000        559085          1149918         0.023000        969764          891454  
610     0.019000        562928          1111119         0.023000        971464          892823  
611     0.020000        594818          1136097         0.022000        973164          894661  
612     0.022000        601527          1149785         0.030000        974864          896280  
613     0.022000        651646          1223880         0.030000        976564          897964  
614     0.020000        625383          1155991         0.028000        978264          899538  
615     0.021000        592020          1179128         0.028000        979964          901026  
616     0.020000        628604          1225884         0.030000        981664          902681  
617     0.023000        616420          1187572         0.031000        983364          904408  
618     0.017000        635661          1178461         0.021000        985064          905516  
619     0.021000        604612          1250301         0.021000        986764          907366  
620     0.017000        608072          1233715         0.020000        988464          909027  
621     0.020000        565305          1146973         0.024000        990164          910727  
622     0.021000        639538          1220276         0.021000        991864          912215  
623     0.022000        662211          1282495         0.026000        993564          913826  
624     0.015000        643252          1179365         0.027000        995264          915563  
625     0.015000        591565          1164319         0.026000        996964          916804  
626     0.013000        664583          1277183         0.030000        998664          918530  
627     0.020000        672515          1248195         0.020000        1000364         920262  
628     0.015000        619497          1223944         0.028000        1002064         921864  
629     0.018000        585406          1362569         0.022000        1003764         923361  
630     0.017000        596978          1195939         0.021000        1005464         924844  
631     0.015000        617623          1224673         0.028000        1007164         926520  
632     0.014000        630573          1305278         0.033000        1008864         928180  
633     0.017000        631646          1181027         0.022000        1010564         929672  
634     0.018000        647313          1189077         0.025000        1012264         931399  
635     0.020000        657580          1248028         0.022000        1013964         932995  
636     0.017000        639426          1236965         0.027000        1015664         934528  
637     0.020000        655374          1236865         0.022000        1017364         936168  
638     0.028000        616403          1209466         0.028000        1019064         937685  
639     0.021000        645560          1214372         0.027000        1020764         939360  
640     0.013000        555956          1232089         0.029000        1022464         941044  
641     0.019000        634859          1213484         0.022000        1024164         942479  
642     0.017000        580883          1194175         0.026000        1025864         944178  
643     0.013000        684805          1241033         0.029000        1027564         945697  
644     0.020000        786516          1348501         0.022000        1029264         947414  
645     0.014000        622697          1269459         0.035000        1030964         949027  
646     0.019000        610315          1212901         0.019000        1032664         950790  
647     0.018000        746944          1322695         0.018000        1034364         952033  
648     0.018000        628976          1227889         0.037000        1036064         953701  
649     0.022000        644941          1237940         0.033000        1037764         955356  
650     0.035000        609341          1297706         0.036000        1039464         956892  
651     0.021000        629474          1251383         0.022000        1041164         958535  
652     0.025000        683569          1285515         0.018000        1042864         960062  
653     0.016000        683250          1307664         0.018000        1044564         961805  
654     0.014000        613901          1211564         0.022000        1046264         963320  
655     0.016000        686657          1315508         0.019000        1047964         964879  
656     0.016000        598478          1257860         0.020000        1049728         966765  
657     0.016000        665326          1250713         0.020000        1051528         968298  
658     0.015000        631197          1240624         0.021000        1053328         969699  
659     0.016000        573066          1266322         0.021000        1055128         971423  
660     0.015000        596153          1244660         0.022000        1056928         973067  
661     0.016000        671614          1317389         0.021000        1058728         974833  
662     0.014000        656116          1227553         0.020000        1060528         976539  
663     0.016000        720868          1409599         0.021000        1062328         978098  
664     0.014000        622786          1292735         0.023000        1064128         979807  
665     0.020000        619777          1273218         0.022000        1065928         981356  
666     0.015000        646158          1263513         0.021000        1067728         982865  
667     0.017000        674315          1298682         0.016000        1069528         984716  
668     0.017000        726280          1358485         0.021000        1071328         986101  
669     0.016000        626459          1326337         0.016000        1073128         987968  
670     0.016000        643318          1271733         0.020000        1074928         989534  
671     0.016000        652044          1332238         0.019000        1076728         991187  
672     0.017000        674445          1325678         0.022000        1078528         992708  
673     0.017000        667405          1336402         0.020000        1080328         994545  
674     0.020000        655240          1331779         0.034000        1082128         995903  
675     0.022000        732265          1357657         0.021000        1083928         997735  
676     0.015000        690484          1410815         0.021000        1085728         999409  
677     0.018000        720626          1385691         0.017000        1087528         1001038 
678     0.017000        645050          1346465         0.013000        1089328         1002763 
679     0.014000        651362          1295454         0.023000        1091128         1004222 
680     0.016000        669368          1272489         0.017000        1092928         1006000 
681     0.014000        618167          1289637         0.026000        1094728         1007429 
682     0.020000        655791          1297825         0.037000        1096528         1009333 
683     0.037000        692045          1348578         0.054000        1098328         1010886 
684     0.028000        790360          1455564         0.021000        1100128         1012528 
685     0.032000        596708          1323669         0.083000        1101928         1013973 
686     0.054000        676025          1329226         0.053000        1103728         1015674 
687     0.022000        692108          1342558         0.031000        1105528         1017497 
688     0.015000        725240          1370620         0.017000        1107328         1018925 
689     0.016000        671413          1327521         0.017000        1109128         1020664 
690     0.019000        699705          1315498         0.022000        1110928         1022490 
691     0.023000        781356          1388728         0.022000        1112728         1023911 
692     0.015000        781033          1394650         0.027000        1114528         1025704 
693     0.020000        640166          1302675         0.035000        1116328         1027089 
694     0.023000        709866          1330119         0.026000        1118128         1028828 
695     0.021000        682419          1278655         0.043000        1119928         1030405 
696     0.025000        694909          1365189         0.031000        1121728         1032069 
697     0.020000        663819          1349446         0.026000        1123528         1033559 
698     0.016000        727350          1365792         0.030000        1125328         1035350 
699     0.019000        704955          1418445         0.022000        1127128         1037018 
700     0.021000        681006          1336746         0.025000        1128928         1038661 
701     0.016000        713259          1325481         0.032000        1130728         1040427 
702     0.019000        683091          1394237         0.028000        1132528         1042122 
703     0.022000        737657          1380476         0.024000        1134328         1043572 
704     0.015000        683283          1400204         0.029000        1136128         1045312 
705     0.014000        712558          1353328         0.025000        1137928         1047162 
706     0.021000        671899          1351388         0.034000        1139728         1048482 
707     0.020000        638487          1353896         0.028000        1141528         1050007 
708     0.016000        691167          1326764         0.033000        1143328         1051911 
709     0.017000        676491          1313798         0.032000        1145128         1053208 
710     0.015000        658566          1379800         0.032000        1146928         1055165 
711     0.026000        699681          1369557         0.028000        1148728         1056788 
712     0.022000        705481          1401997         0.029000        1150528         1058355 
713     0.026000        728134          1434249         0.038000        1152328         1059877 
714     0.026000        634815          1332471         0.073000        1154128         1061651 
715     0.022000        727307          1411599         0.031000        1155928         1063394 
716     0.023000        704476          1543714         0.031000        1157728         1064995 
717     0.020000        722843          1433160         0.031000        1159528         1066550 
718     0.020000        675141          1406521         0.033000        1161328         1068505 
719     0.015000        748979          1419251         0.031000        1163128         1069980 
720     0.021000        681296          1388199         0.019000        1164928         1071671 
721     0.017000        783143          1410555         0.024000        1166728         1073328 
722     0.024000        682548          1429834         0.019000        1168528         1074681 
723     0.017000        776793          1423120         0.020000        1170328         1076314 
724     0.014000        692357          1396276         0.026000        1172128         1078167 
725     0.016000        678488          1532234         0.020000        1173928         1079846 
726     0.020000        731725          1468677         0.022000        1175728         1081391 
727     0.018000        735789          1408914         0.022000        1177528         1083084 
728     0.015000        699309          1400302         0.018000        1179328         1084781 
729     0.021000        740528          1513466         0.024000        1181128         1086437 
730     0.018000        737213          1465559         0.021000        1182928         1087862 
731     0.016000        707896          1424125         0.024000        1184728         1089703 
732     0.019000        704087          1375490         0.019000        1186528         1091401 
733     0.017000        729921          1408346         0.022000        1188328         1092914 
734     0.014000        721768          1451896         0.027000        1190128         1094536 
735     0.017000        783015          1432323         0.017000        1191928         1096278 
736     0.017000        687490          1425551         0.022000        1193728         1097920 
737     0.014000        710420          1392842         0.020000        1195528         1099417 
738     0.019000        738642          1450462         0.025000        1197328         1101163 
739     0.018000        732545          1433458         0.022000        1199128         1102721 
740     0.016000        747642          1408382         0.024000        1200928         1104504 
741     0.033000        786449          1570730         0.044000        1202728         1106029 
742     0.020000        669051          1383462         0.029000        1204528         1107633 
743     0.011000        732732          1507416         0.030000        1206328         1109613 
744     0.018000        709618          1413049         0.028000        1208128         1111160 
745     0.015000        718686          1448066         0.026000        1209928         1112879 
746     0.012000        773565          1427006         0.030000        1211728         1114426 
747     0.014000        771341          1436637         0.025000        1213528         1115820 
748     0.027000        772611          1507983         0.024000        1215328         1117596 
749     0.017000        702156          1444334         0.021000        1217128         1119370 
750     0.019000        827318          1508829         0.025000        1218928         1120831 
751     0.020000        727306          1609886         0.025000        1220728         1122825 
752     0.023000        800161          1508135         0.025000        1222528         1124363 
753     0.017000        706486          1449620         0.029000        1224328         1125946 
754     0.017000        743581          1479004         0.023000        1226128         1127653 
755     0.020000        782518          1487513         0.019000        1227928         1129068 
756     0.017000        774417          1478789         0.024000        1229728         1130810 
757     0.018000        745809          1484831         0.023000        1231528         1132545 
758     0.017000        763234          1520201         0.031000        1233328         1133996 
759     0.020000        769562          1499599         0.021000        1235128         1135764 
760     0.016000        765151          1451477         0.022000        1236928         1137386 
761     0.019000        758514          1534540         0.038000        1238728         1139136 
762     0.021000        744470          1508832         0.029000        1240528         1140718 
763     0.020000        734249          1470689         0.023000        1242328         1142372 
764     0.022000        788564          1541779         0.016000        1244128         1143873 
765     0.019000        744505          1562273         0.015000        1245928         1145565 
766     0.021000        778147          1494178         0.024000        1247728         1147104 
767     0.013000        758962          1493414         0.030000        1249528         1149101 
768     0.018000        745275          1457938         0.020000        1251328         1150469 
769     0.021000        825972          1542835         0.020000        1253128         1152357 
770     0.018000        765892          1508165         0.019000        1254928         1154019 
771     0.019000        783167          1516879         0.025000        1256728         1155678 
772     0.018000        734755          1489506         0.022000        1258528         1157171 
773     0.020000        847496          1668247         0.020000        1260328         1158921 
774     0.026000        815759          1589933         0.030000        1262128         1160310 
775     0.019000        776011          1535404         0.029000        1263928         1162319 
776     0.021000        755090          1525714         0.023000        1265728         1163669 
777     0.019000        779121          1659987         0.026000        1267528         1165344 
778     0.018000        708425          1625308         0.023000        1269328         1167185 
779     0.018000        787255          1530874         0.022000        1271128         1168842 
780     0.016000        750502          1559908         0.026000        1272928         1170533 
781     0.019000        805853          1558484         0.028000        1274728         1171916 
782     0.022000        791134          1571925         0.027000        1276528         1173619 
783     0.016000        791556          1605774         0.020000        1278328         1175391 
784     0.020000        749641          1578599         0.030000        1280128         1176955 
785     0.017000        745300          1569226         0.021000        1281928         1178583 
786     0.021000        745959          1550670         0.025000        1283728         1180306 
787     0.018000        749335          1538850         0.028000        1285528         1181859 
788     0.016000        755942          1521486         0.032000        1287328         1183716 
789     0.019000        765649          1517275         0.025000        1289128         1185238 
790     0.020000        806389          1544492         0.024000        1290928         1186881 
791     0.021000        776749          1495390         0.021000        1292728         1188438 
792     0.018000        808911          1563620         0.022000        1294528         1190372 
793     0.021000        791870          1541816         0.021000        1296328         1191724 
794     0.014000        720636          1548097         0.030000        1298128         1193774 
795     0.018000        808094          1643178         0.020000        1299928         1195306 
796     0.019000        765184          1533924         0.031000        1301728         1196833 
797     0.019000        774559          1600726         0.020000        1303528         1198455 
798     0.017000        798873          1544025         0.027000        1305328         1200111 
799     0.018000        754654          1532082         0.025000        1307128         1201769 
800     0.021000        810899          1551923         0.027000        1308928         1203433 
801     0.020000        758564          1525732         0.027000        1310728         1204919 
802     0.019000        738997          1613135         0.020000        1312528         1206769 
803     0.020000        862307          1766305         0.026000        1314328         1208191 
804     0.018000        795218          1613095         0.031000        1316128         1209962 
805     0.019000        793979          1607085         0.019000        1317928         1211542 
806     0.019000        832363          1592039         0.023000        1319728         1213420 
807     0.022000        735866          1575439         0.026000        1321528         1215208 
808     0.021000        766488          1505240         0.030000        1323328         1216569 
809     0.022000        816199          1625497         0.024000        1325128         1218298 
810     0.020000        756407          1635460         0.027000        1326928         1219891 
811     0.018000        823330          1599773         0.026000        1328728         1221423 
812     0.017000        768722          1599997         0.028000        1330528         1223236 
813     0.016000        830259          1645071         0.033000        1332328         1224976 
814     0.023000        855129          1712665         0.026000        1334128         1226515 
815     0.022000        838966          1608599         0.026000        1335928         1228477 
816     0.019000        786661          1785019         0.024000        1337728         1229803 
817     0.024000        965480          1701711         0.026000        1339528         1231523 
818     0.020000        869359          1770734         0.028000        1341328         1233205 
819     0.019000        872868          1647977         0.026000        1343128         1234511 
820     0.021000        822560          1604747         0.028000        1344928         1236514 
821     0.015000        742683          1588977         0.029000        1346728         1238105 
822     0.016000        845741          1634695         0.029000        1348528         1239597 
823     0.017000        804138          1632239         0.030000        1350328         1241311 
824     0.019000        828825          1631115         0.025000        1352128         1243124 
825     0.020000        835150          1623914         0.022000        1353928         1244945 
826     0.024000        830377          1629477         0.025000        1355728         1246493 
827     0.023000        847017          1644671         0.027000        1357528         1248162 
828     0.021000        780376          1664225         0.022000        1359328         1249760 
829     0.021000        873789          1764616         0.039000        1361128         1251415 
830     0.028000        846384          1614643         0.030000        1362928         1252829 
831     0.022000        825239          1638094         0.026000        1364728         1254514 
832     0.018000        827515          1585759         0.032000        1366528         1256413 
833     0.020000        945458          1692404         0.028000        1368328         1257842 
834     0.018000        795527          1678296         0.030000        1370128         1259834 
835     0.020000        822451          1687216         0.030000        1371928         1261219 
836     0.021000        893852          1659529         0.026000        1373728         1262756 
837     0.021000        793364          1636255         0.027000        1375528         1264858 
838     0.021000        870527          1705965         0.021000        1377328         1266174 
839     0.018000        854394          1678414         0.030000        1379128         1268005 
840     0.021000        777326          1663187         0.028000        1380928         1269854 
841     0.018000        803685          1612607         0.027000        1382728         1271194 
842     0.021000        824147          1654771         0.030000        1384528         1272898 
843     0.015000        764976          1634623         0.029000        1386328         1274397 
844     0.021000        847866          1671337         0.027000        1388128         1276328 
845     0.015000        798662          1648272         0.033000        1389928         1277857 
846     0.021000        884458          1720869         0.027000        1391728         1279669 
847     0.023000        897438          1672019         0.024000        1393528         1281297 
848     0.021000        871881          1763249         0.028000        1395328         1282978 
849     0.021000        945553          1753632         0.028000        1397128         1284680 
850     0.017000        834162          1694654         0.035000        1398928         1286445 
851     0.019000        875964          1687528         0.030000        1400728         1287774 
852     0.020000        817409          1763794         0.027000        1402528         1289712 
853     0.024000        866565          1651808         0.026000        1404328         1291121 
854     0.026000        851213          1665133         0.028000        1406128         1292884 
855     0.018000        824353          1683052         0.028000        1407928         1294381 
856     0.021000        772800          1692336         0.028000        1409728         1296102 
857     0.020000        875265          1691716         0.023000        1411528         1297980 
858     0.020000        892951          1766063         0.023000        1413328         1299454 
859     0.022000        913913          1730066         0.027000        1415128         1301240 
860     0.024000        854118          1787440         0.022000        1416928         1302762 
861     0.026000        877498          1693146         0.019000        1418728         1304334 
862     0.028000        856887          1748359         0.018000        1420528         1306170 
863     0.018000        886825          1778020         0.018000        1422328         1308098 
864     0.021000        861804          1716254         0.026000        1424128         1309405 
865     0.021000        823846          1707908         0.029000        1425928         1310941 
866     0.023000        856912          1762974         0.027000        1427728         1313004 
867     0.022000        831733          1868318         0.030000        1429528         1314677 
868     0.024000        908634          1696052         0.026000        1431328         1316383 
869     0.024000        980320          1832059         0.028000        1433128         1317974 
870     0.021000        941475          1795553         0.016000        1434928         1319594 
871     0.017000        901329          1762265         0.029000        1436728         1321102 
872     0.020000        884397          1764437         0.026000        1438528         1322611 
873     0.019000        898106          1688415         0.036000        1440328         1324439 
874     0.024000        805799          1701495         0.025000        1442128         1326257 
875     0.021000        876730          1774306         0.031000        1443928         1327722 
876     0.023000        868005          1777841         0.032000        1445728         1329401 
877     0.018000        879720          1802645         0.031000        1447528         1330813 
878     0.021000        796282          1717130         0.028000        1449328         1332657 
879     0.026000        881232          1730104         0.026000        1451128         1334137 
880     0.023000        898974          1712993         0.030000        1452928         1336212 
881     0.023000        936577          1941126         0.028000        1454728         1337792 
882     0.021000        825964          1910104         0.036000        1456528         1339502 
883     0.021000        977363          1829317         0.037000        1458328         1341071 
884     0.026000        825630          1774429         0.032000        1460128         1342547 
885     0.018000        921682          1824245         0.032000        1461928         1344087 
886     0.022000        820869          1719835         0.028000        1463728         1346024 
887     0.024000        879861          1803739         0.026000        1465528         1347504 
888     0.023000        909054          1810792         0.028000        1467328         1349347 
889     0.023000        984286          1844099         0.016000        1469128         1351061 
890     0.019000        892585          1779285         0.030000        1470928         1352503 
891     0.016000        820343          1751728         0.025000        1472728         1354539 
892     0.029000        856629          1861348         0.016000        1474528         1355840 
893     0.015000        922166          1782345         0.034000        1476328         1357604 
894     0.018000        885631          1742662         0.028000        1478128         1359052 
895     0.024000        1075130         1902055         0.032000        1479928         1361005 
896     0.022000        901711          1792221         0.032000        1481728         1362689 
897     0.023000        932618          1762366         0.028000        1483528         1364206 
898     0.024000        848808          1683786         0.031000        1485328         1365791 
899     0.019000        924692          1764692         0.028000        1487128         1367485 
900     0.022000        963699          1865114         0.032000        1488928         1369361 
901     0.018000        962506          1796214         0.029000        1490728         1370742 
902     0.020000        1011453         1917036         0.025000        1492528         1372832 
903     0.018000        923646          1786507         0.032000        1494328         1374321 
904     0.030000        858894          1807932         0.031000        1496128         1376066 
905     0.031000        874719          1792737         0.036000        1497928         1377661 
906     0.024000        925704          1892839         0.032000        1499728         1379279 
907     0.022000        886814          1845808         0.036000        1501528         1380985 
908     0.021000        905909          1764776         0.030000        1503328         1382625 
909     0.022000        911546          1804142         0.031000        1505128         1384186 
910     0.021000        896711          1792604         0.036000        1506928         1385765 
911     0.023000        848950          1751365         0.027000        1508728         1387726 
912     0.022000        900154          1807464         0.030000        1510528         1389537 
913     0.020000        908051          1943874         0.037000        1512328         1390866 
914     0.022000        843120          1735719         0.030000        1514128         1392746 
915     0.021000        1043281         1955882         0.028000        1515928         1394182 
916     0.022000        889017          1844020         0.028000        1517728         1395559 
917     0.021000        1011853         1938529         0.034000        1519528         1397692 
918     0.017000        1050259         1890516         0.034000        1521328         1399420 
919     0.017000        909085          1774649         0.032000        1523128         1400929 
920     0.019000        878064          1775512         0.032000        1524928         1402741 
921     0.028000        1005479         1841493         0.017000        1526728         1404287 
922     0.024000        999689          1876481         0.032000        1528528         1405982 
923     0.025000        883314          1787958         0.025000        1530328         1407487 
924     0.017000        897793          1771591         0.034000        1532128         1409068 
925     0.022000        900713          1855339         0.033000        1533928         1410720 
926     0.017000        895625          1833721         0.033000        1535728         1412404 
927     0.021000        855501          1822748         0.030000        1537528         1414378 
928     0.021000        899882          1818802         0.031000        1539328         1415982 
929     0.021000        1003509         1842749         0.017000        1541128         1417486 
930     0.023000        913183          1892348         0.024000        1542928         1419157 
931     0.022000        976005          1797042         0.032000        1544728         1420910 
932     0.024000        949825          1887559         0.035000        1546528         1422541 
933     0.026000        997055          1926510         0.026000        1548328         1424401 
934     0.025000        946043          1898244         0.018000        1550128         1425705 
935     0.016000        908687          1862499         0.041000        1551928         1427437 
936     0.026000        958003          1916550         0.023000        1553728         1429147 
937     0.019000        967040          2008955         0.033000        1555528         1430810 
938     0.023000        916886          1894993         0.027000        1557328         1432476 
939     0.021000        906164          1821206         0.033000        1559128         1434237 
940     0.021000        864907          1860031         0.027000        1560928         1435834 
941     0.023000        874392          1894161         0.028000        1562728         1437468 
942     0.023000        885805          1951780         0.029000        1564528         1439288 
943     0.023000        1012171         1841326         0.033000        1566328         1440795 
944     0.019000        983517          1968598         0.036000        1568128         1442560 
945     0.021000        922829          1867468         0.025000        1569928         1443944 
946     0.028000        1005893         1931906         0.032000        1571728         1445926 
947     0.016000        963243          1879296         0.027000        1573528         1447395 
948     0.017000        943597          1962650         0.033000        1575328         1449063 
949     0.022000        898435          1873519         0.031000        1577128         1450778 
950     0.018000        1139378         2143105         0.032000        1578928         1452479 
951     0.020000        1049323         1905462         0.018000        1580728         1454253 
952     0.025000        947849          1894757         0.016000        1582528         1455933 
953     0.017000        940454          1872459         0.025000        1584328         1457503 
954     0.017000        1012934         1955983         0.034000        1586128         1459228 
955     0.028000        939334          1935613         0.025000        1587928         1460559 
956     0.023000        950823          1880493         0.043000        1589728         1462531 
957     0.019000        937852          1901279         0.033000        1591528         1464167 
958     0.023000        984295          1995911         0.034000        1593328         1466073 
959     0.028000        955181          1930113         0.029000        1595128         1467643 
960     0.027000        971924          1942890         0.028000        1596928         1469197 
961     0.023000        934897          1867857         0.035000        1598728         1470823 
962     0.022000        1077198         2014369         0.034000        1600528         1472476 
963     0.021000        965980          1903514         0.029000        1602328         1474081 
964     0.023000        953437          1925437         0.032000        1604128         1475668 
965     0.028000        993838          2021406         0.031000        1605928         1477282 
966     0.023000        934702          1972045         0.034000        1607728         1478948 
967     0.026000        880315          1981817         0.031000        1609528         1480537 
968     0.023000        982810          2039819         0.036000        1611328         1482752 
969     0.015000        907296          1880522         0.032000        1613128         1484114 
970     0.023000        996067          1934216         0.030000        1614928         1485775 
971     0.030000        966071          2017985         0.018000        1616728         1487708 
972     0.025000        970820          1923333         0.032000        1618528         1489184 
973     0.026000        958023          1956605         0.034000        1620328         1490950 
974     0.022000        1022810         1983409         0.035000        1622128         1492608 
975     0.021000        979329          1959997         0.032000        1623928         1493921 
976     0.031000        952799          1963374         0.015000        1625728         1495932 
977     0.029000        1086337         2025421         0.019000        1627528         1497728 
978     0.025000        927583          1929756         0.036000        1629328         1498960 
979     0.024000        1003418         2114048         0.032000        1631128         1500876 
980     0.028000        935215          1999372         0.034000        1632928         1502588 
981     0.021000        916555          1912443         0.035000        1634728         1504082 
982     0.022000        948675          2056930         0.033000        1636528         1505846 
983     0.029000        1024495         1972477         0.035000        1638328         1507406 
984     0.021000        1037471         1986858         0.040000        1640128         1509362 
985     0.024000        1035517         2019198         0.032000        1641928         1510629 
986     0.029000        1013113         1971357         0.037000        1643728         1512533 
987     0.027000        897420          2051313         0.035000        1645528         1514260 
988     0.027000        1024221         2049801         0.035000        1647328         1515819 
989     0.023000        1008772         2034582         0.036000        1649128         1517683 
990     0.025000        1019119         2087489         0.037000        1650928         1519397 
991     0.037000        989586          1982834         0.043000        1652728         1520822 
992     0.028000        1014406         2021563         0.036000        1654528         1522564 
993     0.022000        1074342         2068861         0.035000        1656328         1523950 
994     0.025000        1066223         2087706         0.039000        1658128         1526108 
995     0.053000        1012269         2035449         0.098000        1659928         1527503 
996     0.037000        988023          2050333         0.050000        1661728         1529691 
997     0.022000        1051702         2065129         0.035000        1663528         1531064 
998     0.033000        909333          1891126         0.034000        1665328         1532857 
999     0.033000        988227          2120701         0.034000        1667128         1534478 
1000    0.033000        958427          2012159         0.032000        1668928         1536483 
